IP Address,Duration (in seconds),age,gender_men,participant_race_WHITE,participant_race_NONBLACK,participant_race_BLACK ,participant_EDU,What political party do you most identify with? - Selected Choice,political_ideology_continuous,"In terms of social and cultural issues, how liberal or conservative are you on a scale from 1-7 (from extremely liberal to extremely conservative)? - Political Ideology","In terms of economic issues, how liberal or conservative are you on a scale from 1-7 (from extremely liberal to extremely conservative)? - Political Ideology",generalSJ,racialSJ,educationsystem_effectiveness,courtsystem_effectiveness,economicsystem_effectiveness,prisonsystem_effectiveness,healthcaresystem_effectiveness,educationsystem_fairness,courtsystem_fairness,economicsystem_fairness,prisonsystem_fairness,healthcaresystem_fairness,courtprisonsystem_effectiveness_attitudes,courtprisonsystem_fairness_attitudes,courtsystem_attitudes,prisonsystem_attitudes,courtprisonsystem_attitdues,allsystem_attitudes,voting_importance,juryduty_importance,condition_categorical,Condition_Blackdefendant,appropriate_penalty,appropriate_penalty,verdict_PRE,confidence_guilty_PRE,confidence_notguilty_PRE,confidence_verdict_PRE,penalty_continuous_PRE_NA,penalty_continuous_PRE_0s,"If you had to sentence the individual being charged in this case, what would your verdict be?",verdict_POST,confidence_notguilty_POST,confidence_verdict_POST,confidenceinverdict_POST,penalty_continuous_POST,peNAlty_continuous_POST_NA,pe0lty_continuous_POST_0s,What socioeconomic class do you estimate the defendant in this case falls into?,impression_defendant_SES,What income bracket do you estimate the defendant in this case falls into?,impression_defendant_income,What is the highest level of education that you estimate the defendant in this case has?,impression_defendant_EDU,impression_defendant_trustworthiness,impression_defendant_intelligence,impression_defendant_dangerous,impression_defendant_reckless,impression_defendant_dominant,impression_defendant_competent,impression_defendant_hotheaded,impression_defendant_impulsive,Did the defendant in this case have an accent?,Which of the following best describes the accent the defendant had?,Please make your best guess as to which part of the United States the defendant in this case is from.,Because of today's PC (politically correct) standards I try to not appear racially prejudiced toward Black people.,I try to hide any racially prejudiced thoughts in order to avoid negative reactions from others.,I attempt to not appear racially prejudiced in order to avoid disapproval from others.,IMS,I attempt to not act in racially prejudiced ways because it is personally important to me.,I am personally motivated by my beliefs to not be racially prejudiced,"Because of my personal values, I believe that using racial stereotypes is wrong.",EMS ,"Because this study involved deception, as explained above, you have the right to withdraw consent to use the data we collected from you. If you give your consent, we will be able to use your data. If you do not give your consent, we will not be allowed to use your data and will have to destroy it. So please SELECT ONE:",Do you feel that you have been adequately debriefed about the nature of this study?,PROLIFIC_PID,con
144.129.253.195,548,69,0,1,1,0,2,Independent,4,4,4,4.875,4.5,4,3,1,2,3,4,3,1,4,3,2.5,3.5,3,3,3,2.8,4,4,black_southern,1,5 years,5,0,,3,3,2,2,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,6,2,5,5,5,5,6,No,,South,6,5,6,5.666666667,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5ff79cf96ccb554ae5d00a7d,1
73.10.122.177,667,70,0,1,1,0,3,Republican,5,6,5,3.75,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2.1,6,6,black_southern,1,1 year,1,0,,5,5,2,2,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Lower middle class,2,"$0-$30,000",1,"High school graduate or equivalent (e.g., GED)",2,4,5,2,2,4,4,2,3,No,,Northeast,6,4,5,5,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5d41f83cc383b5001aa2c931,1
135.131.155.56,2203,43,0,1,1,0,5,Democrat,3,2,4,4.25,4.125,3,2,3,2,1,3,1,2,2,1,2,1.5,1.5,2,1.75,2,7,7,black_southern,1,less than 1 year,0,0,,5,5,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,5,3,3,5,5,4,4,No,,Midwest,2,4,5,3.666666667,6,5,6,5.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",65fccfbedce99b1065ef1768,1
185.124.60.185,837,45,1,1,1,0,5,Democrat,6,6,5,4.625,4.125,3,2,3,4,4,3,3,4,2,,3,2.5,2.5,3,2.75,3.111111111,5,6,black_southern,1,4 years,4,1,6,,6,4,4,Guilty,1,6,,6,4 years,4,4,Upper middle class,4,"$91,000-$120,000",4,Master's degree,4,7,6,6,5,6,5,6,6,No,,West,5,5,4,4.666666667,5,4,5,4.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66a00dd1df8ec327f2b1dfb4,1
166.181.83.130,569,33,0,1,1,0,5,Democrat,2,2,2,2,2.625,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2.1,7,7,black_southern,1,5 years,5,1,6,,6,5,5,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Lower class,1,"$0-$30,000",1,"High school graduate or equivalent (e.g., GED)",2,4,4,3,5,4,5,5,4,No,,Midwest,6,5,5,5.333333333,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",64136fca174b34ba3a481cfd,1
173.59.118.110,718,48,1,1,1,0,3,Republican,5,5,5,3.25,3.625,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1.9,6,4,black_southern,1,2 years,2,0,,4,4,NA,0,Guilty,1,4,,4,2 years,2,2,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,2,4,3,3,4,4,4,5,Yes,Impossible to tell,Northeast,6,5,5,5.333333333,5,4,5,4.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66a1425ade53de81fa7bc1bb,1
72.235.164.238,464,32,0,1,1,0,6,Democrat,1,1 Extremely Liberal/Left-Leaning,2,3,2.875,2,3,2,1,1,2,1,1,1,1,2,1,2,1,1.5,1.5,7,7,black_southern,1,1 year,1,1,4,,4,2,2,Guilty,1,1,,1,2 years,2,2,Lower middle class,2,"$0-$30,000",1,"High school graduate or equivalent (e.g., GED)",2,3,3,6,6,4,3,7,7,No,,South,4,4,4,4,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66202104c58d576bb97b41a0,1
174.197.2.60,2102,32,1,0,0,1,6,Republican,7,7 Extremely Conservative/Right-Leaning,7 Extremely Conservative/Right-Leaning,5.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,6,black_southern,1,3 years,3,1,7,,7,5,5,Not Guilty,0,,7,7,2 years,2,2,Upper middle class,4,"$0-$30,000",1,Master's degree,4,5,4,5,5,5,4,4,4,Yes,Western Accent,West,7,5,5,5.666666667,,4,4,4,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66e6ebeba1ed3d17ea307ef2,1
206.130.134.61,502,34,0,0,1,0,4,Independent,4,4,4,3,3.125,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5,black_southern,1,3 years,3,0,,4,4,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Lower class,1,"$0-$30,000",1,"High school graduate or equivalent (e.g., GED)",2,4,5,2,3,2,5,3,3,No,,Northeast,4,2,4,3.333333333,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66312112b84f4c0b25f0a0c9,1
100.15.224.203,745,69,0,0,0,1,3,Democrat,3,2,2,4.375,2.625,2,3,4,1,2,2,2,2,1,2,2,1.5,2.5,1,1.75,2.1,7,7,black_southern,1,5 years,5,0,,4,4,NA,0,Not Guilty,0,,3,3,"I selected ""not guilty""",NA,0,Lower class,1,"$0-$30,000",1,"High school graduate or equivalent (e.g., GED)",2,4,5,1,1,1,5,2,2,Yes,Southern Accent,Midwest,1,4,4,3,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5d16badb7b0154001a282fdb,1
66.41.200.21,437,59,0,1,1,0,3,Independent,4,4,4,5.625,5.5,2,3,3,2,2,3,3,3,3,3,2.5,3,3,2.5,2.75,2.7,6,5,black_southern,1,2 years,2,0,,2,2,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,6,6,1,1,1,6,4,1,No,,Midwest,4,4,4,4,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",63a0f27fca07899904e593f1,1
98.116.214.59,580,38,1,1,1,0,5,Democrat,1,1 Extremely Liberal/Left-Leaning,1 Extremely Liberal/Left-Leaning,2.125,2.5,2,2,3,1,1,1,1,2,1,1,1.5,1,1.5,1,1.25,1.5,7,6,black_southern,1,3 years,3,0,,7,7,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,4,5,2,1,2,4,4,4,No,,Northeast,4,4,1,3,7,7,6,6.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6400de8f305c51d03c2a9a0e,1
24.209.194.75,681,44,0,1,1,0,3,Republican,4,4,4,4.625,3.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,black_southern,1,5 years,5,0,,1,1,NA,0,Not Guilty,0,,1,1,"I selected ""not guilty""",NA,0,Lower class,1,"$0-$30,000",1,Less than a high school diploma,1,3,3,3,3,4,3,5,7,Yes,Impossible to tell,Midwest,4,4,4,4,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5fb3cbedb3cc10000a19c09d,1
174.196.204.95,577,23,1,0,1,0,5,Democrat,4,4,5,3.75,3.5,3,2,3,2,2,3,2,2,2,1,2,2,2,2,2,2.2,5,4,black_southern,1,6 years,6,1,3,,3,2,2,Guilty,1,1,,1,2 years,2,2,Middle class,3,"$91,000-$120,000",4,Bachelor's degree,3,4,4,3,4,4,4,4,3,No,,Midwest,5,6,5,5.333333333,6,6,5,5.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5ec796fd756dc001ff4d9c4e,1
98.172.250.33,545,42,0,0,0,1,3,Democrat,4,4,4,3.75,3.75,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,4,black_southern,1,7 years,7,0,,4,4,NA,0,Guilty,1,4,,4,2 years,2,2,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,6,3,4,3,6,4,4,No,,Northeast,4,5,4,4.333333333,5,5,5,5,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",669dd0d19e48b4e677c18dfa,1
64.150.11.25,437,32,0,0,1,0,5,Democrat,1,1 Extremely Liberal/Left-Leaning,1 Extremely Liberal/Left-Leaning,2,2.375,2,2,1,1,1,1,1,1,1,1,1.5,1,1.5,1,1.25,1.2,5,5,black_southern,1,less than 1 year,0,0,,3,3,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,5,3,2,2,5,3,4,No,,Midwest,4,5,5,4.666666667,5,5,5,5,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6643ca142963cec651298b15,1
174.249.83.32,859,53,0,1,1,0,4,Republican,5,5,5,3.375,4.25,1,2,2,2,2,2,1,2,2,1,2,1.5,1.5,2,1.75,1.7,7,7,black_southern,1,2 years,2,0,,2,2,NA,0,Not Guilty,0,,7,7,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,6,5,3,2,4,5,4,4,No,,Northeast,4,2,2,2.666666667,6,6,7,6.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66b8c91513eca66c8efd4dd2,1
73.253.116.134,1181,53,0,1,1,0,5,Republican,5,5,6,2.875,4.375,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2.2,7,7,black_southern,1,2 years,2,0,,4,4,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,"High school graduate or equivalent (e.g., GED)",2,4,4,4,5,4,4,5,5,No,,Northeast,3,1,3,2.333333333,6,6,5,5.666666667,I give my consent for you to use my data,"NO, I DO NOT feel that I have been adequately debriefed",662c7b36f0050eb758ff1fe0,1
76.14.51.242,474,68,0,1,1,0,6,Republican,7,7 Extremely Conservative/Right-Leaning,7 Extremely Conservative/Right-Leaning,5.125,5.125,2,4,3,4,4,3,3,3,3,3,4,3,3.5,3.5,3.5,3.2,7,7,black_southern,1,2 years,2,0,,6,6,NA,0,Not Guilty,0,,5,5,2 years,2,2,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,7,7,1,7,2,7,7,7,No,,South,2,2,2,2,2,6,2,3.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5e2b74daae56b71b9d24d89b,1
50.80.12.64,567,46,1,1,1,0,3,Democrat,3,3,4,2.875,3.375,2,2,2,3,1,2,2,2,2,2,2.5,2,2,2.5,2.25,2,7,4,black_southern,1,less than 1 year,0,0,,2,2,NA,0,Not Guilty,0,,2,2,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,4,3,5,4,5,5,5,No,,South,4,2,4,3.333333333,4,6,5,5,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5c492c7167b61b000190bfe8,1
195.252.230.52,618,55,0,1,1,0,6,Democrat,3,3,3,4.25,3.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,6,black_southern,1,less than 1 year,0,0,,4,4,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Middle class,3,"$91,000-$120,000",4,Bachelor's degree,3,5,5,2,3,4,6,3,3,No,,Northeast,7,7,7,7,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",663244b0cee45965ce878f91,1
76.143.94.76,712,37,1,0,0,1,3,Independent,6,6,6,3.125,3.625,1,3,3,1,5,2,1,2,1,4,2,1,2,1,1.5,2.3,7,4,black_southern,1,1 year,1,0,,1,1,NA,0,Not Guilty,0,,1,1,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,1,1,1,1,1,1,1,1,No,,South,1,1,1,1,1,1,1,1,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",65e537f5dbc347495ce3c059,1
69.121.64.22,760,42,1,1,1,0,6,Independent,2,2,2,2.5,3.125,2,2,4,2,2,1,1,1,1,1,2,1,1.5,1.5,1.5,1.7,5,5,black_southern,1,5 years,5,1,6,,6,5,5,Guilty,1,5,,5,5 years,5,5,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,3,3,5,6,5,4,5,6,Yes,Northeastern Accent,Northeast,7,5,5,5.666666667,7,7,6,6.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66b01beba82640dbf8f7c735,1
71.46.230.51,439,24,1,1,1,0,2,Independent,3,3,3,2.375,3.25,2,2,3,1,1,1,2,2,1,1,1.5,1.5,2,1,1.5,1.6,7,4,black_southern,1,3 years,3,1,3,,3,4,4,Not Guilty,0,,3,3,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,3,4,2,5,3,4,4,3,Yes,Impossible to tell,Midwest,7,6,5,6,7,7,6,6.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5ef90b249bafa50a311593ae,1
76.149.11.24,526,29,0,1,1,0,4,Democrat,1,1 Extremely Liberal/Left-Leaning,1 Extremely Liberal/Left-Leaning,3.75,2.25,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.2,7,7,black_southern,1,5 years,5,0,,4,4,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,4,1,1,1,6,1,1,No,,South,4,4,4,4,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66e18aed7a77c82578abfbab,1
71.179.137.173,1111,36,1,1,1,0,3,Democrat,1,1 Extremely Liberal/Left-Leaning,1 Extremely Liberal/Left-Leaning,2.5,3,2,2,2,1,1,2,2,2,1,1,1.5,1.5,2,1,1.5,1.6,7,6,black_standard,1,3 years,3,0,,5,5,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,5,4,5,5,5,5,6,No,,Northeast,4,4,4,4,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5afb8ab925561e00013b29e0,1
192.46.200.49,2260,34,1,0,0,1,6,Independent,1,1 Extremely Liberal/Left-Leaning,1 Extremely Liberal/Left-Leaning,4.75,3.875,4,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3.1,7,7,black_standard,1,2 years,2,1,7,,7,4,4,Guilty,1,7,,7,2 years,2,2,Lower middle class,2,"$61,000-$90,000",3,Bachelor's degree,3,1,7,1,7,4,2,7,6,No,,Midwest,2,1,2,1.666666667,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",65784f2d994366b62f65c8db,1
204.85.253.247,591,41,1,0,0,1,6,Independent,2,1 Extremely Liberal/Left-Leaning,2,2.75,2.875,2,2,2,1,3,3,2,2,1,3,1.5,1.5,2,1,1.5,2.1,2,4,black_standard,1,1 year,1,0,,5,5,2,2,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,4,6,2,3,4,7,1,2,No,,Midwest,1,1,1,1,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6031ceae5e466a1647a29da7,1
107.195.88.25,670,35,0,1,1,0,3,Republican,6,6,6,4.25,5.375,3,3,2,1,3,3,3,3,5,2,2,4,3,3,3,2.8,7,7,black_standard,1,8 years,8,1,3,,3,3,3,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Lower middle class,2,"$61,000-$90,000",3,"High school graduate or equivalent (e.g., GED)",2,5,5,2,2,4,6,2,4,No,,South,5,5,6,5.333333333,5,6,6,5.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",663a63f7d07fee78a65a31a6,1
108.93.160.118,833,45,0,0,1,0,3,Independent,2,2,2,2.125,2.875,2,2,2,1,1,2,2,1,1,1,1.5,1.5,2,1,1.5,1.5,7,7,black_standard,1,2 years,2,0,,4,4,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,Bachelor's degree,3,4,5,2,2,4,4,1,1,No,,Northeast,4,4,4,4,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",627722a4b5a575a6023a3382,1
207.228.20.130,1139,33,1,1,1,0,6,Republican,5,7 Extremely Conservative/Right-Leaning,4,4.75,4.625,4,4,5,5,5,4,4,3,3,3,4.5,3.5,4,4,4,4,7,5,black_standard,1,5 years,5,0,,5,5,NA,0,Guilty,1,5,,5,6 years,6,6,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,7,6,7,6,6,6,7,6,Yes,Northeastern Accent,Northeast,6,5,5,5.333333333,5,7,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6628a3681315ec7685cfcf21,1
68.55.111.73,878,27,1,0,1,0,5,Democrat,3,3,3,4.625,3.5,3,3,3,3,2,2,2,3,2,2,3,2,2.5,2.5,2.5,2.5,6,3,black_standard,1,10 years,10,1,5,,5,10,10,Guilty,1,5,,5,10 years,10,10,Lower middle class,2,"$61,000-$90,000",3,Bachelor's degree,3,2,3,5,5,3,4,5,5,No,,Northeast,5,5,5,5,6,7,6,6.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",63d1458687bb808c5929e352,1
73.214.92.174,1857,30,0,1,1,0,5,Independent,5,6,3,2.625,2.75,2,3,2,2,2,2,3,2,3,2,2.5,3,3,2.5,2.75,2.3,5,6,black_standard,1,5 years,5,0,,3,3,3,3,Not Guilty,0,,3,3,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,4,5,2,2,3,5,3,2,No,,Northeast,6,4,6,5.333333333,6,5,5,5.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66e4ec8ac792cc87163b4b21,1
76.203.134.20,2867,48,0,1,1,0,6,Democrat,2,2,3,3,3.375,2,2,2,1,2,2,2,2,1,2,1.5,1.5,2,1,1.5,1.8,6,6,black_standard,1,1 year,1,0,,4,4,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,4,5,3,3,4,4,3,4,No,,Midwest,4,3,3,3.333333333,6,5,6,5.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66be4687d36e5e25cd77eb9b,1
24.13.131.209,476,43,0,1,1,0,5,Democrat,3,2,3,5,3.5,4,3,3,2,3,4,2,2,2,2,2.5,2,2.5,2,2.25,2.7,7,6,black_standard,1,1 year,1,0,,3,3,NA,0,Not Guilty,0,,2,2,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,"High school graduate or equivalent (e.g., GED)",2,4,5,2,3,5,6,5,4,No,,Midwest,4,6,6,5.333333333,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",570bc1ffb9b52b00102db939,1
212.116.254.129,1160,34,1,0,0,1,,Republican,7,7 Extremely Conservative/Right-Leaning,7 Extremely Conservative/Right-Leaning,4.25,3.5,4,3,4,3,5,4,2,4,2,5,3,2,2.5,2.5,2.5,3.6,7,6,black_standard,1,5 years,5,1,5,,5,4,4,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,4,3,4,4,,4,5,5,Yes,Western Accent,West,6,7,7,6.666666667,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66762ae5d32a7faeffedf6c8,1
174.213.212.47,1150,39,0,1,1,0,6,Independent,4,5,3,3.25,4.125,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2.1,7,7,black_standard,1,5 years,5,0,,4,4,NA,0,Guilty,1,5,,5,2 years,2,2,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,4,6,6,6,5,6,6,No,,Northeast,2,2,2,2,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",665a2cdd103e514a43e3d5fc,1
99.14.175.186,1252,35,0,0,0,1,3,Democrat,2,2,1 Extremely Liberal/Left-Leaning,2.5,2.25,2,2,3,1,3,2,2,1,1,3,1.5,1.5,2,1,1.5,2,7,5,black_standard,1,less than 1 year,0,0,,4,4,NA,0,Guilty,1,3,,3,2 years,2,2,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,5,5,4,7,4,6,6,7,No,,Midwest,4,5,5,4.666666667,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5dc368ce880a2927e264dbec,1
12.75.216.91,1358,52,0,1,1,0,5,Democrat,1,1 Extremely Liberal/Left-Leaning,2,2.625,2.625,3,1,2,1,,3,1,1,3,2,1,2,1,2,1.5,1.888888889,7,5,black_standard,1,1 year,1,0,,1,1,NA,0,Not Guilty,0,,2,2,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,5,3,5,4,5,4,4,No,,Northeast,4,5,5,4.666666667,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6665f221e42781c9fba50bbc,1
68.97.53.213,1848,33,1,0,1,0,5,Republican,6,5,5,4.75,4.875,3,2,3,3,3,5,3,3,3,4,2.5,3,2.5,3,2.75,3.2,7,6,black_standard,1,2 years,2,1,5,,5,2,2,Not Guilty,0,,2,2,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,3,5,5,5,4,7,5,5,Yes,Impossible to tell,Northeast,6,6,4,5.333333333,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66e49d67bf7558b801551f3c,1
98.51.15.185,1344,24,0,0,1,0,5,Democrat,3,3,4,2.5,2.625,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1.9,6,4,black_standard,1,7 years,7,0,,3,3,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,Bachelor's degree,3,4,5,2,3,3,4,3,4,No,,West,6,6,6,6,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6645a794be029b87060615aa,1
174.76.116.99,1112,42,0,1,1,0,6,Republican,5,5,5,3.75,4,2,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2.3,5,5,black_standard,1,less than 1 year,0,0,,4,4,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,Master's degree,4,5,5,3,3,4,6,4,4,No,,Northeast,4,3,3,3.333333333,2,4,3,3,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",669fdd4af93a18826157cf94,1
24.7.104.76,846,32,0,1,1,0,3,Independent,3,4,5,3.625,3.375,2,2,3,1,2,3,2,3,1,2,1.5,1.5,2,1,1.5,2.1,6,5,black_standard,1,5 years,5,0,,5,5,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,5,3,2,4,6,2,2,No,,West,4,4,5,4.333333333,5,6,5,5.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",668a8d55efe30d409c63ff35,1
172.59.186.211,604,29,0,0,1,0,6,Democrat,2,2,2,2.625,2.875,2,2,2,1,3,2,1,1,1,2,1.5,1,1.5,1,1.25,1.7,7,5,black_standard,1,4 years,4,0,,3,3,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,5,5,2,3,2,5,3,3,No,,Midwest,5,6,5,5.333333333,6,6,7,6.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",663c27642193ea027d2d6de1,1
194.26.2.167,960,23,0,0,0,1,6,Independent,4,4,4,4.375,4.5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5,black_standard,1,less than 1 year,0,0,,4,4,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,5,5,3,3,3,4,4,5,Yes,Impossible to tell,West,6,4,4,4.666666667,4,6,4,4.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6687a66faa865642f33dc043,1
204.111.161.45,858,42,0,0,1,0,6,Independent,3,3,5,2.75,3.25,2,2,2,2,2,3,1,1,2,2,2,1.5,1.5,2,1.75,1.9,5,5,black_standard,1,2 years,2,0,,4,4,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,6,6,2,3,4,5,4,3,No,,Midwest,3,3,4,3.333333333,5,5,6,5.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66300ebc7bdf6f53198b7eba,1
